Date,month,day,year,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,State,Country,Summary
08/24/2004,8,24,2004,22:59,"Near Rostov-on-Don, Russia",Sibir Airlines,1047,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46,46,0,NearRostov-on-Don,Russia,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.
08/24/2004,8,24,2004,22:56,"Near Toula, Russia",Volga-Avia Express,1303,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41,41,0,NearToula,Russia,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.
08/27/2004,8,27,2004,16:30,"Near MGrath, Alaska",Mavrik Aire Transport,,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,N197TT,197,3,1,0,NearMGrath,Alaska,"Thirty minutes after departure from McGrath, the pilot encountered low visibility due to smoke and fog. After deciding to fly at a lower altitude, the aircraft struck trees and crashed into a forest. Rescue teams found the bodies and the survivors 2 days later. The pilot's inadequate in-flight planning/decision making, his continued VFR flight into instrument meteorological conditions, and his failure to maintain obstacle clearance. Factors contributing to the accident were low ceilings due to smoke, rain, and mist."
11/21/2004,11,21,2004,08:20,"Baotou, Inner Mongolia, China",China Eastern Airlines,,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53,53,0,InnerMongolia,China,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane."
12-11-2004,12,11,2004,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,2,1,Uberaba,Brazil,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned."
01/13/2005,1,13,2005,13:20,"Tura,Siberia, Russia",Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0,Siberia,Russia,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.
03/16/2005,3,16,2005,13:57,"Varandey, Russia",Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,28,0,Varandey,Russia,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver."
09/15/2005,9,15,2005,14:55,"Alto da Boa Vista, Brazil",Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2,2,0,AltodaBoaVista,Brazil,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off."
11/19/2005,11,19,2005,22:30,"Stupino, Russia",Ivolga Avia,,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8,8,0,Stupino,Russia,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident."
03/31/2006,3,31,2006,17:35,"Rio Bonito, Brazil",Team Air,6865,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,19,0,RioBonito,Brazil,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned."
04/23/2006,4,23,2006,20:50,"Near Tersky, Russia",Yug Avia,,,,RF-30451,,5,4,0,NearTersky,Russia,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,  the flight was unauthorized and illegal."
05-03-2006,5,3,2006,02:15,"Off Sochi, Russia",Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,113,0,OffSochi,Russia,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.
06-03-2006,6,3,2006,16:00,"Yaocun, China",Military - Chinese Air Force,,,KJ-2000,,,40,40,0,Yaocun,China,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded.."
07-02-2006,7,2,2006,11:00,"Hamburg, Germany",Himmelsschreiber,,Sightseeing,de Havilland DHC-2 Beaver,D-FVIP,1512,6,5,1,Hamburg,Germany,The single-engine sightseeing seaplane came down in a rail yard and burst into flames. The pilot tried to make an emergency landing after the engine failed. A passenger and the pilot survived with serious burns.
07-09-2006,7,9,2006,07:44,"Irkutsk, Russia",Sibir (S7),778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,128,0,Irkutsk,Russia,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time."
09-11-2006,9,11,2006,17:30,"Vladikavkaz, Russia",Military - Russian Army,,Gizel - Khankala,Mi-8 helicopter,,,15,12,0,Vladikavkaz,Russia,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter."
09/29/2006,9,29,2006,15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,154,0,NearSaoFelixdoAraguaia,Brazil,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off."
10/19/2006,10,19,2006,07:30,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,,Training/Aranchi,Antonov An-2,UK-70152,1G137-26 ,15,15,0,Tashkent,Russia,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport."
12/14/2006,12,14,2006,18:32,"Near Port Heiden, Alaska",PenAir,,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2,2,0,NearPortHeiden,Alaska,"The charter crashed in hilly terrain about 18 northeast of Port Heiden. The weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. The pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. Contributing to the accident were the pilot's spatial disorientation, and dark night conditions."
03/14/2007,3,14,2007,,"Fazenda Nossa Senhora de Lourdes, Brazil",,,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,,4,4,0,FazendaNossaSenhoradeLourdes,Brazil,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
03/17/2007,3,17,2007,11:40,"Samara, Russia",UTAir Airlines,471,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57,6,0,Samara,Russia,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility."
05-06-2007,5,6,2007,09:10,"Near El-Thamad, Egypt",Military - French Air Force,,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,9,0,NearEl-Thamad,Egypt,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers."
07/17/2007,7,17,2007,18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,187,12,SaoPaulo,Brazil,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames. One hundred seventy passengers and a crew of six were aboard."
07/24/2007,7,24,2007,14:05,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5,5,0,RudyerdBay,Alaska,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator."
07/29/2007,7,29,2007,04:22,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,9,0,Moscow,Russia,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area."
08/16/2007,8,16,2007,23:16,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,6,0,NearKetchikan,Alaska,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground."
08/22/2007,8,22,2007,00:36,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,2,0,NearCuritiba,Brazil,Crashed shortly after taking off from Curitiba
11-04-2007,11,4,2007,14:10,"Sao Paulo, Brazil",Reali Taxi Aereo,,Sao Paulo - Rio de Janeiro,Learjet 35A,PT-OVC,35A-339,2,2,6,SaoPaulo,Brazil,"The executive jet took off, banked to the right and crashed to the ground striking two houses. The copilot failed to complete the checklist and filled only the right wing fuel tank. By the time they took off it was too late to fix the imbalance with the balancing pump to distriblue fuel evenly in both wings. The plane banked to the right until it stalled and crashed."
12-03-2007,12,3,2007,17:18,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4,4,0,OffWhittier,Alaska,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system."
